audio_file;transcription;translation
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000124_000000.wav;Lelechka was quickly carried away from her mother, and those who carried her seemed to run rather than to walk.;
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000076_000002.wav;You distress me, you do, indeed.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288047\116_288047_000001_000000.wav;IS JESUS A MYTH?;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172183\3660_172183_000007_000000.wav;These tidings came to Erbin.;
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96670\7641_96670_000022_000002.wav;With him there came the mightiest of the heroes of Greece.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50962\5849_50962_000002_000000.wav;LIFE SAVERS;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50963\5849_50963_000011_000002.wav;Couldn't get things to eat without a lot of trouble, and couldn't go on with the carting until the authorities decided the fever was not serious.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000018_000005.wav;There is absolutely no evidence that they ever existed.;
opus_datasets/extracted/LibriTTS_R/dev-other\6467\97061\6467_97061_000013_000001.wav;"Have ready, also, a fierce elephant, suitably equipped, which I shall mount immediately after the wedding, to overtake my army in march against the enemy; and as I set out, I will make the elephant trample the life out of that criminal.""";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96670\7641_96670_000008_000000.wav;And the youths, Phrontis and Melas, were as amazed as was Jason when they found out whose ship they had come aboard.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000075_000003.wav;"I'll get-"" He stopped short, with a sudden frown.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122866\700_122866_000006_000003.wav;You've been thirteen for a month, so I suppose it doesn't seem such a novelty to you as it does to me.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288047\116_288047_000020_000002.wav;We can afford to be independent.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288045\116_288045_000021_000000.wav;"""But many of us Greeks,"" I said, ""have felt Apollo in our hearts and have been inspired by him.""";
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000019_000001.wav;I begin to believe there is fire when I see smoke.;
opus_datasets/extracted/LibriTTS_R/dev-other\6467\97061\6467_97061_000022_000000.wav;"""Having made himself invisible, he entered without difficulty the apartment of the princess, and was astonished and enraged on finding her lying in your arms.";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000016_000005.wav;"Days must elapse before you can reach Bath; and I know, Ferdinand, I know your office is more difficult than you will confess. But come back, my own, as soon as you can, and write to me at the post office, as you settled.";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50963\5849_50963_000021_000000.wav;"""But we have to go to school,"" said Nan, ""and we have only a few days more.""";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172183\3660_172183_000019_000008.wav;Piercing and loud and thrilling was the cry that Enid uttered.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000016_000000.wav;"""FELICIA a CABOT.""";
opus_datasets/extracted/LibriTTS_R/dev-other\8173\294714\8173_294714_000037_000002.wav;I had, so to speak, pronounced my own sentence of banishment.;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\101619\7601_101619_000025_000003.wav;"We are to manage human enterprises more superficially and roughly, and leave a great part to fortune; it is not necessary to examine affairs with so much subtlety and so deep: a man loses himself in the consideration of many contrary lustres, and so many various forms:";
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172528\3663_172528_000016_000004.wav;For these deserts, then, he told Duke Alessandro that I had abused his Excellency, and had bragged I meant to be the first to leap upon the walls of Florence with his foes the exiles.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000032_000002.wav;I'm awfully sorry I made fun of your hair that time.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000019_000004.wav;I feel the desolation of this house, I am so accustomed to see you here!;
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59186\6123_59186_000029_000000.wav;mr Hardy has too bitter a sense of reality to believe much in the glory of war.;
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000023_000000.wav;mr Murry boldly faces the difficulty and attempts the definition.;
opus_datasets/extracted/LibriTTS_R/dev-other\4153\61735\4153_61735_000006_000000.wav;"Twice had they stood together in that garden grove-twice had they exchanged love vows-under the steel grey light of the stars; and a third interview had been arranged between them.";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000016_000004.wav;Alyosha helped him with his slender strength, holding Dmitri in front.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90407\1255_90407_000042_000001.wav;I will tell the servant to do this, and send you up something to eat.';
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50963\5849_50963_000024_000005.wav;"I broke ten and injured more than I wanted to count.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000058_000000.wav;"""I see-I hope.""";
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000068_000000.wav;"Finally he agreed; but he refused me a look at the chart, saying that he had left it in a safe place.";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000093_000000.wav;"""O dear me, how could I say anything?"" cried Polly, overcome with remorse and patting Phronsie's yellow hair; ""but it is so very dreadful.";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\141772\1630_141772_000007_000000.wav;"""That's a fine death!"" said Napoleon as he gazed at Bolkonski.";
opus_datasets/extracted/LibriTTS_R/dev-other\116\288048\116_288048_000010_000003.wav;Why this discrepancy in a historical document, to say nothing about inspiration?;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\96099\1630_96099_000018_000003.wav;It is that, or your great gluttony.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000003_000000.wav;Consequently, when Marilla entered her kitchen and found the fire black out, with no sign of Anne anywhere, she felt justly disappointed and irritated.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000084_000000.wav;"""Billy, my dear!""";
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000002_000000.wav;All that night we slept like sticks of wood.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\57461\3915_57461_000005_000001.wav;"""He who bears a jewel in his bosom bears poison."" Hardly had the Ronin heard these words of the priest than an evil heart arose within him, and he thought to himself, ""Man's life, from the womb to the grave, is made up of good and of ill luck.";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\102884\1630_102884_000012_000004.wav;But with the ebb of life in India the spirit of creation died away.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172183\3660_172183_000019_000042.wav;And they were received there with gladness, and they met with hospitality and attention.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000004_000000.wav;Penelope was seventeen, and when one is seventeen and cannot go to a party because one hasn't a suitable dress to wear, the world is very apt to seem a howling wilderness.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000062_000003.wav;So I wrote instead of the life I wanted to live-the life I did live in imagination.;
opus_datasets/extracted/LibriTTS_R/dev-other\3915\98647\3915_98647_000018_000006.wav;Thus the old custom is passing away.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\53049\6267_53049_000035_000000.wav;"""It will be such a nice surprise for her,"" the sister mused jubilantly.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000029_000004.wav;I wanted to buy something from him to help him in such a worthy object.;
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000029_000004.wav;And beyond the dark night of suffering, and dissipating the night, Dostoevsky still sees the light of Christian compassion.;
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96252\7641_96252_000018_000001.wav;When we are moved to tears, not through our own suffering but through that of another, this happens as follows.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172183\3660_172183_000018_000007.wav;"""Yonder by the high road,"" she replied.";
opus_datasets/extracted/LibriTTS_R/dev-other\4515\11057\4515_11057_000133_000008.wav;If you can't see me, at least let us write to each other.;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\24733\4570_24733_000013_000001.wav;"For whether things exist, or do not exist, whenever we contemplate their essence, we see that it involves neither existence nor duration; consequently, it cannot be the cause of either the one or the other.";
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000060_000000.wav;"""Were all lies,"" said Sidney bluntly and desperately.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000024_000002.wav;Where had the girls gone?;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122867\700_122867_000004_000005.wav;She may be bright and sweet enough, but her head is full of nonsense and there's never any knowing what shape it'll break out in next.;
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96252\7641_96252_000003_000003.wav;He has only received different thoughts as to the ways in which it is to be attained, and imaginary motives guide him just like real ones.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000113_000001.wav;She went into the nursery and began to walk round the room, looking into those places where Lelechka used to hide herself.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000035_000000.wav;john Lincoln's letter was short, but the pertinent paragraph of it burned itself into Sidney's brain.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000084_000002.wav;"""We must go home; and William is here, too, and wants to see you.""";
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90407\1255_90407_000034_000003.wav;The 'Island' was an island still.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000036_000005.wav;She was really quite unstrung, for the reaction from her fright and cramped clinging was making itself felt.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000071_000001.wav;Then, suddenly, Bertram stirred.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000011_000000.wav;"A little girl was born; Serafima Aleksandrovna gave herself up to her. At the beginning she used to tell her husband, with rapture, of all the joyous details of Lekchka's existence.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000013_000001.wav;"""Heaven prosper you!"" said Arthur; ""and whence do you come?""";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\13259\4323_13259_000015_000002.wav;I will be guided by your judgment in the matter.;
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000024_000001.wav;"""Don't be so petty, Ned.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000013_000007.wav;"And unto him he represents that it were better for him to spend the flower of his youth and the prime of his age in preserving his own boundaries, than in tournaments which are productive of no profit, although he obtains glory in them.""";
opus_datasets/extracted/LibriTTS_R/dev-other\1255\138279\1255_138279_000004_000001.wav;On the right was a tract of land, partly meadow and partly moor, reaching, at its remote verge, to a wide undulating upland.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000064_000000.wav;"""Who told you all this?"" asked Serafima Aleksandrovna in an austere low voice.";
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90413\1255_90413_000036_000001.wav;But the end of the letter was what arrested him-;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000038_000000.wav;"Agathya listened and shook her head ominously; while her face became grave and reproachful.";
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67803\6455_67803_000016_000002.wav;mr Dugald Binnie had not proved to be a very fascinating person.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000038_000003.wav;"She was afraid the child was ""taking something.""";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000088_000000.wav;"""Nor i""";
opus_datasets/extracted/LibriTTS_R/dev-other\1630\96099\1630_96099_000022_000000.wav;"""Get on, get on! come to the essential.""";
opus_datasets/extracted/LibriTTS_R/dev-other\8173\294714\8173_294714_000025_000002.wav;Unhappily, he returned to tell me of his good fortune, and the same day he was arrested for debt.;
